ID,num,,,
Julius Lukošius,3,,,
Julius Pagojus,0,,,
Juozas Augutis,4,,,
Juozas Bernatavičius,0,,,
Juozas Brigmanas,0,,,
Juozas Kontautas,0,,,
Juozas Nevedomskas,0,,,
Juozas Puodžiukaitis,0,,,
Juozas Šarkus,0,,,
Juozas Širvinskas,0,,,
Juozas Vytautas Šveikauskas,0,,,
Jūra Ivonaitytė,38,,,
Jūra Jaramaitienė,0,,,
Jūras Banys,2,,,
Juras Taminskas,0,,,
Jūratė Jakutienė,0,,,
Jūratė Katinaitė,0,,,
Jūratė Klevinskienė,0,,,
Jūratė Kulberkienė,13,,,
Jūratė Laurikėnaitė,14,,,
Jūratė Lebedevienė,0,,,
Jūratė Levickienė,0,,,
Jūratė Litvinienė,0,,,
Jūratė Palionytė,3,,,
Jūratė Sabalienė,18,,,
Jūratė Sinkevičienė,0,,,
Jūratė Šovienė,56,,,
Jūratė Zabielaitė,0,,,
Jurga Baršauskienė,9,,,
Jurga Greičienė,28,,,
Jurga Grudzinskaitė-Gainovskė,2,,,
Jurga Rukšėnaitė,3,,,
Jurgis Kazlauskas,0,,,
Jurgita Budraitytė,0,,,
Jurgita Domeikienė,32,,,
Jurgita Gaižiūnienė,4,,,
Jurgita Grebenkovienė,3,,,
Jurgita Gumbrevičienė,0,,,
Jurgita Iešmantaitė,2,,,
Jurgita Jarašūnienė,0,,,
Jurgita Klusevičiūtė,39,,,
Jurgita Lisauskienė,4,,,
Jurgita Norkienė,6,,,
Jurgita Plieskytė,0,,,
Jurgita Šnirpūnaitė,0,,,
Jurgita Stakėnienė,0,,,
Jurgita Trakimavičienė,0,,,
Jurgita Uzielienė,1,,,
Jurgita Žilinskienė,18,,,
Jurij Jodko,0,,,
Jurij Borisov,0,,,
Jurij Krasnomovec,0,,,
Jurij Miloš,0,,,
Jurius Petreikis,0,,,
Justas Jaskonis,0,,,
Justas Klimavičius,0,,,
Justas Malėnas,0,,,
Justina Grigaravičienė,35,,,
Justina Ratkevičiūtė,0,,,
Justinas Argustas,0,,,
Justinas Grigaliūnas,0,,,
Justinas Javorovičius,0,,,
Justinas Kulys,0,,,
Justinas Poderis,5,,,
Justinas Stašinskas,0,,,
Justinas Žilinskas,0,,,
Karolina Vozbutaitė,0,,,
Karolis Anužis,2,,,
Karolis Dieninis,22,,,
Karolis Švaikauskas,1,,,
Karolis Vaitkevičius,0,,,
Katrina Zeiter,0,,,
Kazimieras Garšva,4,,,
Kazimieras Jucevičius,0,,,
Kazys Algirdas Kaminskas,0,,,
Kazys Rušinskas,39,,,
Kazys Skutulas,0,,,
Kęstutis Milius,0,,,
Kęstutis Račkauskas,0,,,
Kęstutis Štaras,0,,,
Kęstutis Butvydas,0,,,
Kęstutis Čereška,2,,,
Kęstutis Jankauskas,15,,,
Kęstutis Jucevičius,0,,,
Kęstutis Kadūnas,0,,,
Kęstutis Kudzmanas,0,,,
Kęstutis Kupšys,8,,,
Kęstutis Lukošius,4,,,
Kęstutis Marcinkevičius,0,,,
Kęstutis Minelga,0,,,
Kęstutis Pupelis,0,,,
Kęstutis Stankevičius,0,,,
Kęstutis Straigis,1,,,
Kęstutis Vilkauskas,4,,,
Konstantinas Glazačiovas,0,,,
Kornelijus Platelis,13,,,
Kostas Mickevičius,0,,,
Kotryna Briedytė,0,,,
Kotryna Tamkutė,0,,,
Kristijonas Mineikis,0,,,
Kristina Liutikaitė,0,,,
Kristina Burinskaitė,0,,,
Kristina Česaitienė,0,,,
Kristina Čiurlytė,0,,,
Kristina Garuolienė,135,,,
Kristina Ivanauskaitė-Pettinari,0,,,
Kristina Jakštonytė,0,,,
Kristina Kirslienė,0,,,
Kristina Klovaitė,0,,,
Kristina Lapūnaitė,0,,,
Kristina Maksvytienė,11,,,
Kristina Merkelienė,2,,,
Kristina Paulikė,2,,,
Kristina Petrylė,0,,,
Kristina Sakauskienė,11,,,
Kristina Ščerbickaitė,1,,,
Kristina Semėnė,58,,,
Kristina Smirnovaitė,0,,,
Kristina Tomilina,0,,,
Kristupas Augustas Krivickas,0,,,
Laimutė Mackelienė,0,,,
Laima Galkutė,0,,,
Laima Kalinauskienė,44,,,
Laima Kasparavičiūtė,3,,,
Laima Kvaraciejienė,0,,,
Laima Kytrienė,0,,,
Laima Lazauskienė,0,,,
Laima Palinskaitė,0,,,
Laima Pašakinskienė,0,,,
Laima Vaičiulienė,22,,,
Laima Vengalė-Dits,2,,,
Laimas Dieninis,7,,,
Laimis Bilotas,0,,,
Laimonas Čiakas,41,,,
Laimonas Gailius,0,,,
Laimonas Petraitis,0,,,
Laimonas Rudys,0,,,
Laimutė Anglickienė,0,,,
Laimutė Pilukaitė,0,,,
Laimutė Višinskienė,0,,,
Laimutis Budrys,0,,,
Laisvūnas Bartkevičius,1,,,
Laura Augytė-Kamarauskienė,0,,,
Laura Jakaitytė,0,,,
Laura Jakutytė,0,,,
Laura Janulaitienė,1,,,
Laura Kuoraitė,8,,,
Laura Masiliauskaitė,0,,,
Laura Matjošaitytė,71,,,
Laura Nalivaikienė,0,,,
Laura Ruplėnaitė,0,,,
Laura Tatarėlytė,0,,,
Laura Zukė,4,,,
Lauris Martišius,0,,,
Laurynas Kaminskas,5,,,
Laurynas Račkauskas,0,,,
Laurynas Vilimas,13,,,
Leonas Andriukonis,0,,,
Leonas Kačinskas,0,,,
Leonas Kerosierius,5,,,
Leonas Kižla,0,,,
Leontina Telksnienė,0,,,
Leopoldas Tarakevičius,0,,,
Ligita Klapavščiuk,0,,,
Ligita Vaičiūnienė,0,,,
Ligita Valalytė,22,,,
Lilija Duoblienė,0,,,
Lilija Grod,0,,,
Lina Balėnaitė,9,,,
Lina Bučienė,4,,,
Lina Bušinskaitė,1,,,
Lina Čaplikaitė-Denisovienė,6,,,
Lina Frejutė,0,,,
Lina Joskaudaitė-Dmitrijeva,10,,,
Lina Kliukienė,12,,,
Lina Laipienytė,0,,,
Lina Liubauskaitė,1,,,
Lina Lukoševičiūtė,0,,,
Lina Petronienė,31,,,
Lina Sabaitienė,53,,,
Lina Šaltienė,0,,,
Lina Šemetulskytė,0,,,
Lina Skerstonaitė,0,,,
Lina Šriubėnė,17,,,
Lina Sveklaitė,5,,,
Lina Žibienė,0,,,
Linas Ikanevičius,0,,,
Linas Jonauskas,0,,,
Linas Kavolis,0,,,
Linas Kontrimas,0,,,
Linas Morkūnas,1,,,
Linas Pernavas,7,,,
Linas Sesickas,27,,,
Linas Slušnys,0,,,
Linas Valiauga,0,,,
Linas Vingelis,0,,,
Lineta Jakimavičienė,4,,,
Liubovė Murauskienė,0,,,
Liucija Nijolė Kikutienė,0,,,
Liudmila Nemirienė,0,,,
Liudvika Meškauskaitė,0,,,
Liudvikas Gadeikis,3,,,
Liudvikas Ragauskis,3,,,
Liudvikas Vilhelmas Tribulas,0,,,
Liutauras Ulevičius,0,,,
Liutauras Vičkačka,9,,,
Lolanta Pečiulytė,0,,,
Lolita Jablonskienė,0,,,
Lolita Šumskaitė,8,,,
Lora Gogelytė,19,,,
Loreta Ašoklienė,1,,,
Loreta Jakinevičienė,0,,,
Loreta Jakštienė,0,,,
Loreta Kimutytė,2,,,
Loreta Poliakaitė,0,,,
Loreta Tauginienė,1,,,
Lucija Gudaitytė,0,,,
Lucija Kristina Nemand,0,,,
Lucija Rudzinskaja,0,,,
Luka Marija Urbonaitė,0,,,
Lukas Burdulis,0,,,
Lukas Garla,0,,,
Lukas Kornelijus Vaičiakas,1,,,
Lukas Pukelis,0,,,
Lukas Savickas,17,,,
Lukas Tamulynas,0,,,
Lukas Zimantas,0,,,
Magdalena Auksė Narvilienė,0,,,
Maksimas Reznikovas,0,,,
Mantas Adomaitis,0,,,
Mantas Bartuška,2,,,
Mantas Česnauskas,0,,,
Mantas Jautakis,66,,,
Mantas Kerdokas,16,,,
Mantas Kuncaitis,0,,,
Mantas Martišius,7,,,
Mantas Paulauskas,0,,,
Mantas Tamulynas,0,,,
Mantas Zakarka,25,,,
Mantas Zalatorius,5,,,
Mantas Žemaitis,1,,,
Marcijonas Urmonas,0,,,
Margarita Šniutytė-Daugėlienė,0,,,
Marija Balezina,0,,,
Marija Danutė Kažukauskienė,0,,,
Marija Miknė,0,,,
Marijan Januševski,0,,,
Marina Urbonavičienė,0,,,
Marius Liogis,0,,,
Marius Ablačinskas,6,,,
Marius Atroška,0,,,
Marius Choruženka,0,,,
Marius Gorochovskis,0,,,
Marius Kliokys,1,,,
Marius Narmontas,120,,,
Marius Pareščius,0,,,
Marius Ragauskas,0,,,
Marius Rakštelis,56,,,
Marius Skuodis,33,,,
Marius Strička,0,,,
Marius Švaikauskas,0,,,
Marius Vainauskas,3,,,
Marius Vaščega,0,,,
Marius Žvinklis,5,,,
Martinas Žaltauskas,6,,,
Martyna Mickė,27,,,
Martynas Dargis,0,,,
Martynas Kačerauskas,0,,,
Martynas Martišauskas,0,,,
Martynas Nagevičius,21,,,
Matas Malijonis,0,,,
Matas Anužis,29,,,
Matas Taparauskas,7,,,
Medeina Augustinavičienė,13,,,
Mėnulė Genzelienė,0,,,
Miglė Domeikienė,4,,,
Miglė Masaitytė,8,,,
Milda Kaupelienė,58,,,
Milda Vainiutė,8,,,
Milena Gečis,7,,,
Mindaugas Strumskis,0,,,
Mindaugas Akelaitis,19,,,
Mindaugas Bajarūnas,0,,,
Mindaugas Bilius,0,,,
Mindaugas Janulionis,0,,,
Mindaugas Kauzonas,0,,,
Mindaugas Kriaučiūnas,0,,,
Mindaugas Kukaitis,4,,,
Mindaugas Kvietkauskas,0,,,
Mindaugas Lingė,4,,,
Mindaugas Macijauskas,29,,,
Mindaugas Milčiūnas,2,,,
Mindaugas Palionis,0,,,
Mindaugas Petrauskas,0,,,
Mindaugas Pliauga,0,,,
Mindaugas Ramelis,0,,,
Mindaugas Sinkevičius,108,,,
Mindaugas Skaraitis,0,,,
Mindaugas Stepanas,0,,,
Mindaugas Stonkus,4,,,
Mindaugas Šunokas,0,,,
Mindaugas Survila,0,,,
Mindaugas Tubinė,0,,,
Mindaugas Žičkus,1,,,
Mira Sakovič,0,,,
Miroslav Malinovski,0,,,
Miroslava Jemeljan,0,,,
Modestas Petravičius,0,,,
Monika Biraitė-Juodvalkienė,2,,,
Monika Čereškaitė,0,,,
Monika Garbačiauskaitė-Budrienė,9,,,
Monika Morkūnaitė,0,,,
Morta Ramoškaitė,0,,,
Muhammad Arif Bashir,0,,,
Natalija Vaitkunskienė,0,,,
Natalija Šedžiuvienė,0,,,
Natalija Žilinskienė,42,,,
Nedas Švirinas,0,,,
Nendrė Černiauskienė,0,,,
Nerija Bendinskienė,0,,,
Nerija Stasiulienė,19,,,
Nerijus Andriusevičius,4,,,
Nerijus Kaučikas,7,,,
Nėrijus Kisielius,0,,,
Nerijus Kupstaitis,50,,,
Nerijus Maliukevičius,0,,,
Nerijus Mikelionis,0,,,
Nerijus Rudaitis,3,,,
Nerijus Ščeponavičius,0,,,
Nerijus Stankevičius,0,,,
Neringa Bernotienė,7,,,
Neringa Keršienė,3,,,
Neringa Norkūnaitė-Sasnauskienė,8,,,
Neringa Pliuskutė,0,,,
Neringa Raglienė,3,,,
Neringa Šarkauskienė,1,,,
Neringa Skvereckaitė,0,,,
Neringa Tarvydienė,0,,,
Neringa Ulbaitė,18,,,
Nijolė Čiučiulkienė,0,,,
Nijolė Judinienė,0,,,
Nijolė Kundrotienė,5,,,
Nijolė Naujokienė,1,,,
Nijolė Putrienė,0,,,
Nijolė Špetienė,0,,,
Nomeda Poderienė,0,,,
Nora Ribokienė,19,,,
Nurada Petruševičiūtė Mickevičienė,0,,,
Odeta Jonykienė,0,,,
Odeta Vitkūnienė,28,,,
Oksana Paškevičienė,0,,,
Oksana Plesko,12,,,
Oksana Smolskienė,0,,,
Oleg Smirnov,4,,,
Olegas Sitnikovas,15,,,
Olga Grigienė,0,,,
Olga Kilkinova,13,,,
Olga Vėbrienė,4,,,
Olga Vitkauskienė,0,,,
Olga Žuravska,0,,,
Ona Zaleckienė,0,,,
Ona Monkevičienė,0,,,
Ona Šaltytė,0,,,
Orinta Omelytė,0,,,
Osvaldas Čalutka,0,,,
Osvaldas Šarmavičius,12,,,
Osvaldas Šmitas,34,,,
Palmira Rudalevičienė,0,,,
Paulė Kuzmickienė,0,,,
Paulė Svorobovičienė,39,,,
Paulina Tamelytė,0,,,
Paulius Baltokas,15,,,
Paulius Baltrušaitis,0,,,
Paulius Baniūnas,1,,,
Paulius Girčys,0,,,
Paulius Gurskis,0,,,
Paulius Kalvelis,0,,,
Paulius Majauskas,18,,,
Paulius Marozas,0,,,
Paulius Martinkėnas,0,,,
Paulius Paulaitis,0,,,
Paulius Zolubas,1,,,
Paulius Žukauskas,1,,,
Paulius Žvirblis,6,,,
Petras Butkys,0,,,
Petras Arnoldas Barysas,0,,,
Petras Baršauskas,1,,,
Petras Girdzijauskas,0,,,
Petras Jakavonis,4,,,
Petras Mendeika,0,,,
Petras Musteikis,0,,,
Petras Ruzgus,0,,,
Petras Tuma,0,,,
Petras Vilimas,0,,,
Pijus Ralys,54,,,
Piotr Rozanovskij,0,,,
Povilas Poderskis,0,,,
Povilas Purtokas,0,,,
Pranas Uloza,0,,,
Pranas Žiliukas,0,,,
Radvilė Jakaitienė,2,,,
Raimonda Eidžiūnė,0,,,
Raimonda Janonienė,43,,,
Raimonda Ponelytė,0,,,
Raimonda Žukauskaitė,1,,,
Raimondas Andrijauskas,3,,,
Raimondas Bakšys,9,,,
Raimondas Imbrasas,0,,,
Raimondas Kajėnas,6,,,
Raimondas Mačionis,0,,,
Raimondas Rimša,0,,,
Raimondas Sakalauskas,11,,,
Raimondas Savickas,0,,,
Raimundas Balčiūnaitis,17,,,
Raimundas Beinortas,4,,,
Raimundas Vaikšnoras,1,,,
Raminta Benetytė,0,,,
Raminta Kėželytė,0,,,
Raminta Malinauskaitė,0,,,
Ramūnas Burokas,37,,,
Ramūnas Davidonis,0,,,
Ramūnas Dilba,0,,,
Ramūnas Petrauskas,0,,,
Ramūnas Stonkus,0,,,
Ramūnas Šveikauskas,4,,,
Ramunė Gurklienė,0,,,
Ramunė Fabijonavičiūtė,3,,,
Ramunė Kalėdienė,0,,,
Rasa Biekšienė,0,,,
Rasa Bričkienė,3,,,
Rasa Čepatienė,0,,,
Rasa Gabrilavičienė,6,,,
Rasa Kanašonkienė,0,,,
Rasa Kavolytė,15,,,
Rasa Kiūdytė,12,,,
Rasa Kudžmienė,9,,,
Rasa Šliogerienė,3,,,
Rasa Svetikaitė,15,,,
Rasa Tamošiūnienė,0,,,
Rasa Tamulevičiūtė,55,,,
Rasa Trapikienė,0,,,
Rasa Uždavinytė,0,,,
Rasa Vaitkevičiūtė,15,,,
Rasa Valatkevičienė,2,,,
Rasa Virvilienė,15,,,
Rasa Zdanevičiūtė,2,,,
Reda Cimmperman,0,,,
Reda Daniškevičiūtė,16,,,
Reda Nikrėvičė,27,,,
Reda Vitkutė,0,,,
Redas Zelba,0,,,
Regimantas Kičas,0,,,
Regina Jaskelevičienė,18,,,
Regina Ivanauskaitė,0,,,
Regina Mininienė,17,,,
Regina Pavlova,0,,,
Regina Rudokienė,0,,,
Remigijus Kinderis,0,,,
Remigijus Baltrėnas,5,,,
Remigijus Baranauskas,0,,,
Remigijus Bielinskas,0,,,
Remigijus Bubnys,1,,,
Remigijus Jukna,0,,,
Remigijus Volikas,0,,,
Remigijus Žaliūnas,0,,,
Renaldas Augustinavičius,4,,,
Renaldas Čiužas,1,,,
Renaldas Germanavičius,0,,,
Renaldas Gudauskas,1,,,
Renaldas Vaisbrodas,0,,,
Renata Beržanskienė,0,,,
Renata Bilbokaitė,2,,,
Renata Dambrauskienė,0,,,
Renata Kananavičiūtė,0,,,
Renata Sobieska-Monkevič,0,,,
Renatas Gudeliūnas,0,,,
Renatas Mizeras,4,,,
Renatas Pocius,27,,,
Renatas Požėla,6,,,
Ričard Dzikovič,8,,,
Ričardas Žurinskas,0,,,
Ričardas Dubickas,0,,,
Ričardas Gaurys,0,,,
Ričardas Mockus,0,,,
Ričardas Sartatavičius,13,,,
Ričardas Slapšys,2,,,
Ričardas Šlepavičius,0,,,
Ričardas Žilaitis,0,,,
Ričiardas Plėšikaitis,0,,,
Rima Bružienė,0,,,
Rima Čepurnienė,0,,,
Rima Markuvienė,13,,,
Rima Martinėnienė,0,,,
Rima Maselytė,0,,,
Rima Urbonaitė,0,,,
Rima Vaitkienė,0,,,
Rimantas Bobinas,15,,,
Rimantas Čapas,30,,,
Rimantas Jurevičius,0,,,
Rimantas Kairelis,0,,,
Rimantas Krasuckis,8,,,
Rimantas Matuliauskas,0,,,
Rimantas Miknys,1,,,
Rimantas Prūsaitis,0,,,
Rimantas Remeika,0,,,
Rimantas Šerkšnas,0,,,
Rimantas Stankevičius,0,,,
Rimantas Vaitkus,0,,,
Rimantė Ratinskaitė,0,,,
Rimas Valungevičius,10,,,
Rimgailė Baliūnaitė,18,,,
Rimgailė Ruibytė,0,,,
Rimgaudas Balaiša,0,,,
Rimvydas Antanavičius,0,,,
Rimvydas Aleliūnas,0,,,
Rimvydas Baltaduonis,1,,,
Rimvydas Dilba,0,,,
Rimvydas Mintautas,0,,,
Rimvydas Petrauskas,1,,,
Rimvydas Pilibaitis,3,,,
Rimvydas Senkevičius,0,,,
Rimvydas Turčinskas,0,,,
Rita Ilgūnė-Martinėlienė,0,,,
Rita Arlovskaja,0,,,
Rita Banuškevičienė,0,,,
Rita Cicėnienė,51,,,
Rita Grumadaitė,0,,,
Rita Karalienė,0,,,
Rita Latviūnienė,0,,,
Rita Miliūnaitė,3,,,
Rita Rudokaitė,0,,,
Rita Sketerskienė,0,,,
Rita Skrebiškienė,0,,,
Rita Švedienė,0,,,
Robertas Ramanauskas,0,,,
Robertas Baltrūnas,0,,,
Robertas Bružilas,0,,,
Robertas Dargis,0,,,
Robertas Klovas,3,,,
Robertas Marteckas,0,,,
Rokas Stabingis,2,,,
Rolandas Aleksa,0,,,
Rolandas Kiškis,0,,,
Rolandas Masilevičius,0,,,
Rolandas Patėjūnas,0,,,
Rolandas Stankevičius,0,,,
Romanas Songaila,0,,,
Romas Baronas,1,,,
Romas Apulskis,3,,,
Romas Jankauskas,0,,,
Romas Lazutka,0,,,
Romas Pakalnis,1,,,
Romas Povilaitis,0,,,
Romas Stumbrys,0,,,
Romena Orlenko,0,,,
Romualda Masiulionienė,2,,,
Romualdas Čepanskis,0,,,
Romualdas Brazauskas,3,,,
Romualdas Gėgžnas,2,,,
Romualdas Liutkus,0,,,
Romualdas Povilaitis,3,,,
Romualdas Voišnis,0,,,
Ronaldas Račinskas,0,,,
Rudolfas Vigneris,0,,,
Rugilė Andziukevičiūtė-Buzė,8,,,
Rusnė Tepliakovaitė,0,,,
Rustamas Liubajevas,0,,,
Rūta Kačkutė,0,,,
Rūta Bičiuvienė,0,,,
Rūta Dapkutė-Stankevičienė,0,,,
Rūta Jasulaitienė,18,,,
Rūta Kaziliūnaitė,102,,,
Rūta Kazlauskaitė,0,,,
Rūta Krasauskienė,1,,,
Rūta Krasuckaitė,1,,,
Rūta Pileckaitė-Vasilienė,1,,,
Rūta Putnikienė,1,,,
Rūta Revoldienė,8,,,
Rūta Skyrienė,29,,,
Rūta Vainienė,8,,,
Rytas Narvydas,0,,,
Rytis Kėvalaitis,2,,,
Rytis Vosylius,13,,,
Sakalas Gorodeckis,0,,,
Sandra Biziulevičienė,0,,,
Sandra Ragėnaitė,0,,,
Sandra Tamašauskaitė,0,,,
Sara Aškinytė,2,,,
Šarūnas Orlavičius,1,,,
Šarūnas Birutis,0,,,
Šarūnas Frolenko,80,,,
Šarūnas Laužadis,0,,,
Šarūnas Narbutas,3,,,
Šarūnas Prieskienis,0,,,
Šarūnas Rameikis,0,,,
Šarūnas Šoblinskas,3,,,
Šarūnė Navickaitė-Dulaitienė,0,,,
Sati Juraitytė,0,,,
Saulė Iždonaitė-Karalevičienė,1,,,
Saulė Mačiukaitė-Žvinienė,9,,,
Saulė Skripkauskienė,5,,,
Saulius Džiautas,27,,,
Saulius Greičius,1,,,
Saulius Liausa,0,,,
Saulius Macijauskas,0,,,
Saulius Stripeika,0,,,
Saulius Tamulevičius,0,,,
Saulius Briginas,0,,,
Saulius Gaigalas,0,,,
Saulius Galadauskas,9,,,
Saulius Jarmalis,0,,,
Saulius Jasius,4,,,
Saulius Kerza,2,,,
Saulius Šimanauskas,0,,,
Saulius Urbanavičius,7,,,
Sergej Achmetov,0,,,
Sergejus Neznanovas,0,,,
Sergejus Tichomirovas,0,,,
Sergejus Volkovas,3,,,
Sigita Gorovniova,2,,,
Sigita Jurgelevičienė,0,,,
Sigita Kriaučiūnienė,0,,,
Sigita Mykolaitytė,0,,,
Sigita Rojutė,0,,,
Sigitas Dimaitis,108,,,
Sigitas Kaziulionis,0,,,
Sigitas Mitkus,5,,,
Sigitas Vaitkevičius,0,,,
Sigitas Žilionis,0,,,
Sigitas Žilius,0,,,
Sigutė Brusovienė,0,,,
Silvestras Golcas,0,,,
Silvinija Simonaitytė,0,,,
Simona Adamkevičiūtė,25,,,
Simona Bindoriūtė-Ryliškienė,5,,,
Simona Daukilaitė-Džibladzė,0,,,
Simona Krolytė,0,,,
Simona Mesonienė,48,,,
Simona Stančiukaitė,0,,,
Simonas Fedianinas,0,,,
Siuzana Ščerbina-Dalibagienė,28,,,
Zdislavas Skvarciany,0,,,
Snieguolė Reklaitienė,0,,,
Sofija Selvestravičienė,0,,,
Sofija Ulevič,0,,,
Sonata Gendvilaitė,12,,,
Sonata Skuminaitė,0,,,
Stanislava Gansevskaja,0,,,
Stanislava Muchina,0,,,
Stanislavas Krisiukas,0,,,
Stanislovas Ulinskas,0,,,
Stanislovas Žilinskas,0,,,
Stasė Kaminskaja,0,,,
Stasė Stoškienė,0,,,
Stasilė Znutienė,7,,,
Stasys Lipskis,0,,,
Stasys Marozas,0,,,
Stasys Stačiokas,0,,,
Stasys Vainauskas,0,,,
Stasys Žirgulis,4,,,
Stefan Ugrevič,0,,,
Steponas Kulbauskas,9,,,
Steponas Virketis,0,,,
Svajonė Šaltauskienė,0,,,
Svetlana Urusova,0,,,
Svetlana Grigorian,0,,,
Svetlana Kulpina,74,,,
Svetlana Misevičienė,0,,,
Tadas Bertulis,0,,,
Tadas Gauronskis,9,,,
Tadas Jagminas,21,,,
Tadas Juozumas,0,,,
Tadas Mockevičius,0,,,
Tadas Pakalniškis,0,,,
Tadas Pakulis,0,,,
Tadas Semenovičius,0,,,
Tadas Sudnickas,0,,,
Tadeuš Sivicki,0,,,
Tamara Lukoševičienė,0,,,
Taresa Semionova,0,,,
Tatjana Ščiurina,5,,,
Tauras Rutkūnas,2,,,
Tautginas Mickevičius,20,,,
Tautvidas Klimavičius,0,,,
Tautvydas Bukinas,0,,,
Tautvydas Butkus,0,,,
Tautvydas Klivickas,0,,,
Tautvydas Krilavičius,0,,,
Teodoras Jonas Žukas,0,,,
Teresė Birutė Burauskaitė,11,,,
Teresė Staniulytė,0,,,
Toma Leonova,24,,,
Tomas Kazlauskas,0,,,
Tomas Šedbaras,0,,,
Tomas Alonderis,1,,,
Tomas Antulis,0,,,
Tomas Bakučionis,2,,,
Tomas Balžekas,0,,,
Tomas Boldorevas,0,,,
Tomaš Božerocki,0,,,
Tomas Čepononis,0,,,
Tomas Godliauskas,1,,,
Tomas Jakutavičius,3,,,
Tomas Kairys,0,,,
Tomas Lukoševičius,0,,,
Tomas Malakauskas,0,,,
Tomas Matulevičius,0,,,
Tomas Pilukas,13,,,
Tomas Ragauskas,6,,,
Tomas Raudys,0,,,
Tomas Rytel,2,,,
Tomas Stankevičius,6,,,
Tomas Tukačiauskas,4,,,
Tomas Želvys,0,,,
Ugnė Lasevičiūtė,0,,,
Ugnė Tučiūtė,0,,,
Vadim Vileita,0,,,
Vaida Budzevičienė,15,,,
Vaida Barizienė,2,,,
Vaida Čepaitė,3,,,
Vaida Jauniškienė,0,,,
Vaida Juozapaitytė,0,,,
Vaida Vilimaitė-Zubrickienė,3,,,
Vaida Vilkuotytė,0,,,
Vaida Žukauskaitė,3,,,
Vaidas Jusis,0,,,
Vaidas Navickas,0,,,
Vaidas Valiūnas,0,,,
Vaidotas Aleksius,2,,,
Vaidotas Deksnys,0,,,
Vaidotas Kalinauskas,138,,,
Vaidotas Verba,0,,,
Vaidutė Ščiglienė,0,,,
Vainius Šarmavičius,4,,,
Vaiva Bernotaitė,2,,,
Vaiva Obelevičienė,0,,,
Vaiva Radavičiūtė,0,,,
Vaiva Žukienė,13,,,
Valda Dirginčienė,0,,,
Valdas Alūzas,0,,,
Valdas Kochanauskas,0,,,
Valdas Lukoševičius,2,,,
Valdas Jaskūnas,4,,,
Valdas Lastauskas,0,,,
Valdas Šereika,0,,,
Valdas Sutkus,48,,,
Valdas Vaičiūnas,0,,,
Valdemar Urban,0,,,
Valdemar Pavlovič,0,,,
Valdemar Ratkevič,0,,,
Valdemaras Anužis,0,,,
Valdemaras Jakštas,0,,,
Valdemaras Razumas,2,,,
Valdemaras Serbenta,0,,,
Valentina Krisiukienė,0,,,
Valentina Puikienė,0,,,
Valentina Zakševskaja,0,,,
Valentinas Aleksa,0,,,
Valentinas Novikovas,0,,,
Valentinas Paketūras,0,,,
Valentinas Šapalas,0,,,
Valentinas Tarasovas,0,,,Andrius Tarasovas #N/A
Valerij Tretjakov,0,,,Gediminas Karalius #N/A
Valerij Vincukevič,0,,,Laimutė Mackelienė #N/A
Valerijonas Bernotas,0,,,Laimutė Mackelienė #N/A
Valerijus Vinikas,0,,,Laimutė Mackelienė #N/A
Vanda Višnis,0,,,Laimutė Mackelienė #N/A
Vanesa Ražinskytė,0,,,Pailus Žvirblis #N/A
Venantas Griciūnas,6,,,Piotr Rožanovskij #N/A
Vera Palaškevič,0,,,Vytautas Aranauskas #N/A
Veronika Romanchik,0,,,
Viačeslavas Zaksas,30,,,
Vida Ablingienė,122,,,
Vida Gražienė,4,,,
Vida Ivaškienė,0,,,
Vida Montvydaitė,0,,,
Vida Šatkauskienė,1,,,
Vida Žukauskaitė,0,,,
Vidas Mačaitis,1,,,
Vidmantas Janulevičius,0,,,
Vidmantas Bezaras,10,,,
Vidmantas Eigėlis,0,,,
Vidmantas Japertas,0,,,
Vidmantas Karabinas,0,,,
Vidmantas Markevičius,0,,,
Vidmantas Pumputis,14,,,
Vidmantas Samys,0,,,
Vidmantas Tamulis,20,,,
Vidmantas Valiušaitis,0,,,
Vidmondas Vėgelis,0,,,
Viktoras Bachmetjevas,1,,,
Viktoras Blinovas,0,,,
Viktoras Popandopula,0,,,
Viktoras Šapovalovas,0,,,
Viktorija Grežėnienė,0,,,
Viktorija Bražiūnaitė,0,,,
Viktorija Dūdienė,0,,,
Viktorija Sankauskaitė,12,,,
Viktorija Šedbaraitė,0,,,
Viktorija Vaškevičienė,0,,,
Vilija Augutavičienė,13,,,
Vilija Lapėnienė,0,,,
Vilija Salienė,3,,,
Vilija Targamadzė,4,,,
Vilius Semeška,8,,,
Vilius Aleksandras Maslauskas,0,,,
Vilius Baublys,0,,,
Vilius Pečkaitis,4,,,
Vilma Bielskuvienė,0,,,
Vilma Žukauskienė,0,,,
Vilma Adamavičiūtė,40,,,
Vilma Mačerauskienė,7,,,
Vilma Maslauskienė,2,,,
Vilma Meldžiukaitė,4,,,
Vilma Pakašiūtė,0,,,
Vilma Puišienė,0,,,
Vilma Srogė,38,,,
Vilma Telyčėnienė,0,,,
Vilmantas Graičiūnas,4,,,
Vilmantė Miškinytė,0,,,
Vincas Jurgutis,0,,,
Vincas Žydelis,0,,,
Vincentas Vobolevičius,2,,,
Violeta Kolonaitienė,0,,,
Violeta Kosmačaitė,1,,,
Violeta Latvienė,76,,,
Violeta Nedzveckienė,0,,,
